Song,Split,Start,End,Duration,Words,Lyric
Lushlife - Toynbee Suite,Train,519.0,530.0,11.0,34,me resurrect the legacy and i'm a be there my sister gone be there my mother gone be there the birds gonna be there the birds gonna be there the birds gonna be there
Lushlife - Toynbee Suite,Train,530.0,540.0,10.0,1,-
Lushlife - Toynbee Suite,Train,540.0,550.0,10.0,1,-
Lushlife - Toynbee Suite,Train,550.0,560.0,10.0,1,-
Lushlife - Toynbee Suite,Train,560.0,570.0,10.0,1,-
Lushlife - Toynbee Suite,Train,570.0,580.0,10.0,1,-
Lushlife - Toynbee Suite,Train,580.0,585.0,5.0,1,-
Lushlife - Toynbee Suite,Train,585.0,595.0,10.0,1,-
Lushlife - Toynbee Suite,Train,595.0,605.0,10.0,1,-
Lushlife - Toynbee Suite,Train,605.0,615.0,10.0,1,-
Lushlife - Toynbee Suite,Train,615.0,626.0,11.0,1,-
Fergessen - The Wind,Train,0.0,11.0,11.0,1,-
Fergessen - The Wind,Train,11.0,20.0,9.0,15,i saw you toss the cats on high and blow the birds above the sky
Fergessen - The Wind,Train,20.0,29.0,9.0,13,and all around i heard you pass like lady skirts across the grass
Fergessen - The Wind,Train,29.0,38.0,9.0,7,oh wind a blowing all day long
Fergessen - The Wind,Train,38.0,48.0,10.0,8,oh wind that seems so loud as song
Fergessen - The Wind,Train,48.0,56.0,8.0,13,i saw the different things you did but always you yourself you hit
Fergessen - The Wind,Train,56.0,64.0,8.0,15,i felt your push i heard you crawl i could not see yourself at all
Fergessen - The Wind,Train,64.0,73.0,9.0,7,oh wind a blowing all day long
Fergessen - The Wind,Train,73.0,82.0,9.0,8,oh wind that seems so loud as song
Fergessen - The Wind,Train,82.0,87.0,5.0,2,oh wind
Fergessen - The Wind,Train,87.0,96.0,9.0,8,oh wind that seems so loud as song
Fergessen - The Wind,Train,96.0,102.0,6.0,8,oh you that are so strong and cold
Fergessen - The Wind,Train,102.0,107.0,5.0,7,oh blower are you young or old
Fergessen - The Wind,Train,107.0,114.0,7.0,15,are you a beast of field and tree or just a stronger child than me
Fergessen - The Wind,Train,114.0,120.0,6.0,2,oh wind
Fergessen - The Wind,Train,120.0,126.0,6.0,4,oh wind oh oh
Fergessen - The Wind,Train,126.0,133.0,7.0,3,oh oh oh
Fergessen - The Wind,Train,133.0,138.0,5.0,2,oh uh
Fergessen - The Wind,Train,138.0,147.0,9.0,7,oh wind a blowing all day long
Fergessen - The Wind,Train,146.0,156.0,10.0,11,oh oh oh wind that seems so loud as song oh
Fergessen - The Wind,Train,156.0,164.0,8.0,7,oh oh wind oh oh oh wind
Fergessen - The Wind,Train,164.0,170.0,6.0,6,that seems so loud as song
Fergessen - The Wind,Train,170.0,174.0,4.0,2,oh wind
Fergessen - The Wind,Train,174.0,184.0,10.0,5,a blowing all day long
Johnny Lokke - Promises & Lies,Train,0.0,10.0,10.0,1,-
Johnny Lokke - Promises & Lies,Train,23.0,30.0,7.0,1,-
Johnny Lokke - Promises & Lies,Train,30.0,38.0,8.0,1,-
Johnny Lokke - Promises & Lies,Train,38.0,45.0,7.0,7,we all love nature bless my man
Johnny Lokke - Promises & Lies,Train,45.0,51.0,6.0,5,darkness laughing taking warning term
Johnny Lokke - Promises & Lies,Train,51.0,57.0,6.0,8,this is the hour the hour of dreams
Johnny Lokke - Promises & Lies,Train,57.0,63.0,6.0,11,don't look into these eyes if you want to stay free
Johnny Lokke - Promises & Lies,Train,63.0,69.0,6.0,7,stepping out the shadows give no home
Johnny Lokke - Promises & Lies,Train,69.0,75.0,6.0,6,can't pretend i'm not all alone
Johnny Lokke - Promises & Lies,Train,75.0,81.0,6.0,6,don't need long this i know
Johnny Lokke - Promises & Lies,Train,81.0,86.0,5.0,5,it's all promises and lies
Johnny Lokke - Promises & Lies,Train,86.0,93.0,7.0,11,a silent craft blizzard night it's too late to turn away
Johnny Lokke - Promises & Lies,Train,93.0,99.0,6.0,9,who's the master the line has crossed the day
Johnny Lokke - Promises & Lies,Train,99.0,105.0,6.0,7,all eyes are open bam bam blood
Johnny Lokke - Promises & Lies,Train,105.0,111.0,6.0,8,the air will turn the sky will burn
Johnny Lokke - Promises & Lies,Train,111.0,117.0,6.0,7,stepping out the shadows give no home
Johnny Lokke - Promises & Lies,Train,117.0,123.0,6.0,6,can't pretend i'm not all alone
Johnny Lokke - Promises & Lies,Train,123.0,129.0,6.0,6,don't need long this i know
Johnny Lokke - Promises & Lies,Train,129.0,135.0,6.0,5,it's all promises and lies
Johnny Lokke - Promises & Lies,Train,135.0,141.0,6.0,1,-
Johnny Lokke - Promises & Lies,Train,141.0,149.0,8.0,1,-
Johnny Lokke - Promises & Lies,Train,149.0,155.0,6.0,1,-
Johnny Lokke - Promises & Lies,Train,155.0,163.0,8.0,1,-
Johnny Lokke - Promises & Lies,Train,163.0,170.0,7.0,1,-
Johnny Lokke - Promises & Lies,Train,170.0,175.0,5.0,1,-
Johnny Lokke - Promises & Lies,Train,175.0,182.0,7.0,1,-
Johnny Lokke - Promises & Lies,Train,182.0,189.0,7.0,9,i can think of something we can do tonight
Johnny Lokke - Promises & Lies,Train,189.0,195.0,6.0,10,come down little bottom we shoot out all the lights
Johnny Lokke - Promises & Lies,Train,194.0,201.0,7.0,11,i will be your brother i will be your friend you
Johnny Lokke - Promises & Lies,Train,200.0,207.0,7.0,11,you can call me a mother just don't say it again
Johnny Lokke - Promises & Lies,Train,207.0,213.0,6.0,7,stepping out the shadows give no home
Johnny Lokke - Promises & Lies,Train,213.0,219.0,6.0,6,can't pretend i'm not all alone
Johnny Lokke - Promises & Lies,Train,219.0,225.0,6.0,6,don't be loud this i know
Johnny Lokke - Promises & Lies,Train,225.0,231.0,6.0,5,it's all promises and lies
Johnny Lokke - Promises & Lies,Train,231.0,236.0,5.0,1,-
Johnny Lokke - Promises & Lies,Train,236.0,243.0,7.0,1,-
Johnny Lokke - Promises & Lies,Train,243.0,249.0,6.0,2,promises promises
Johnny Lokke - Promises & Lies,Train,249.0,255.0,6.0,3,promises and lies
Johnny Lokke - Promises & Lies,Train,255.0,262.0,7.0,3,promises promises promise
Johnny Lokke - Promises & Lies,Train,261.0,267.0,6.0,3,promises and lies
Johnny Lokke - Promises & Lies,Train,267.0,273.0,6.0,2,promises promises
Johnny Lokke - Promises & Lies,Train,273.0,282.0,9.0,3,promises and lies
ANiMAL - Easy Tiger,Train,0.0,6.0,6.0,1,-
ANiMAL - Easy Tiger,Train,6.0,13.0,7.0,4,and come and come
ANiMAL - Easy Tiger,Train,13.0,22.0,9.0,3,come and come
ANiMAL - Easy Tiger,Train,22.0,27.0,5.0,9,easy tiger come sit by my rider and come
ANiMAL - Easy Tiger,Train,27.0,35.0,8.0,17,easy tiger come sit by my rider come easy tiger come sit by my rider come easy
ANiMAL - Easy Tiger,Train,34.0,42.0,8.0,15,easy tiger come sit by my rider and come backstage passes to my funky show
ANiMAL - Easy Tiger,Train,41.0,49.0,8.0,19,pump other pockets on your stereo it's getting warm and hot in club come meet me down the road
ANiMAL - Easy Tiger,Train,49.0,53.0,4.0,11,we gave out the tickets but the people won't go no
ANiMAL - Easy Tiger,Train,53.0,61.0,8.0,40,walking backstage trying to get it on i am standing bow tall five six i'm wrong put your feet behind the curtain make your self known one click and i think a smile then i am yours the hotel is
ANiMAL - Easy Tiger,Train,60.0,67.0,7.0,39,yours the hotel is not far i check it down the road if you wanna lay back chick can make you moan and we can have a little chat about the way i'm hot you remind of sexy chick
ANiMAL - Easy Tiger,Train,67.0,74.0,7.0,36,is back in amsterdam chick come back with me like its no problem i let her take control i have so much to learn as we hit it in the baden now the chicks are gone
ANiMAL - Easy Tiger,Train,74.0,84.0,10.0,50,hey lets go where did you get that time done said you're looking crisp in the morning sun while she gives me the number to her mobile phone we say goodbyes and what now she is home as we hitting on the road and heading for the next show but
ANiMAL - Easy Tiger,Train,84.0,88.0,4.0,9,easy tiger come sit by my rider and come
ANiMAL - Easy Tiger,Train,88.0,99.0,11.0,25,easy tiger come sit by my rider come easy tiger come sit by my rider come easy tiger come sit by my rider and come
ANiMAL - Easy Tiger,Train,98.0,102.0,4.0,8,and come backstage passes to my funky show
ANiMAL - Easy Tiger,Train,102.0,110.0,8.0,19,pump other pockets on your stereo it's getting warm and hot in club come with me down the road
ANiMAL - Easy Tiger,Train,110.0,114.0,4.0,11,we gave out the tickets but the people won't go no
ANiMAL - Easy Tiger,Train,114.0,119.0,5.0,23,go girl here is my backstage pass bring it back there let me tap that ass and address your class i'm ma move
ANiMAL - Easy Tiger,Train,119.0,129.0,10.0,46,too fast i'm ma dress some room champagne and two glass so come on girl don't hold it down when we up in nigga town be screaming now you are with the after party like you dreamed about its time you and me act friendish now
ANiMAL - Easy Tiger,Train,129.0,134.0,5.0,24,and we can sit and drink obscene amounts i've got a tab at the bar let's clean them out and when we drunk enough
ANiMAL - Easy Tiger,Train,134.0,145.0,11.0,47,then we bounce off to the hotel out for the counting when the morning come across the dust back on the road is the boring stuff but it can liven up if you roll with us you can sit upon my ride upon the tour bus she
ANiMAL - Easy Tiger,Train,170.0,175.0,5.0,10,i have dreams of her being obscene with me come
ANiMAL - Easy Tiger,Train,175.0,182.0,7.0,19,she was the backstage queen she was the backstage queen she didn't know what she means to me she
The Wrong'Uns - Rothko,Train,0.0,10.0,10.0,1,-
The Wrong'Uns - Rothko,Train,10.0,17.0,7.0,1,-
The Wrong'Uns - Rothko,Train,17.0,24.0,7.0,10,the coal on your eyes is dark as your lies
The Wrong'Uns - Rothko,Train,24.0,31.0,7.0,10,it comes as no surprise you're silent like louise brooks
The Wrong'Uns - Rothko,Train,31.0,38.0,7.0,9,you play femme fatale you love to be cruel
The Wrong'Uns - Rothko,Train,38.0,48.0,10.0,15,with an innocent look but you're using all the hooks you're using all the hooks
The Wrong'Uns - Rothko,Train,48.0,56.0,8.0,10,rothko said paint is black scrape it back paint it
The Wrong'Uns - Rothko,Train,55.0,65.0,10.0,12,jagger said paint it black scrape it back paint it black the
The Wrong'Uns - Rothko,Train,64.0,71.0,7.0,10,the red of your lips could launch a thousand ships
The Wrong'Uns - Rothko,Train,71.0,78.0,7.0,11,a vein in kill is heart so aim your poisoned dart
The Wrong'Uns - Rothko,Train,78.0,85.0,7.0,10,bring me to my knees hurt me if you please
The Wrong'Uns - Rothko,Train,85.0,92.0,7.0,9,torture is your art so aim your poisoned dart
The Wrong'Uns - Rothko,Train,91.0,95.0,4.0,6,come on aim your poisoned dart
The Wrong'Uns - Rothko,Train,95.0,103.0,8.0,11,rothko said paint it black scrape it back paint it jagger
The Wrong'Uns - Rothko,Train,102.0,112.0,10.0,11,jagger said paint it black scrape it back paint it black
The Wrong'Uns - Rothko,Train,112.0,120.0,8.0,1,-
The Wrong'Uns - Rothko,Train,120.0,125.0,5.0,1,-
The Wrong'Uns - Rothko,Train,125.0,132.0,7.0,1,-
The Wrong'Uns - Rothko,Train,132.0,140.0,8.0,1,-
The Wrong'Uns - Rothko,Train,140.0,151.0,11.0,14,bring me to my knees hurt me if you please torture is your art
The Wrong'Uns - Rothko,Train,151.0,159.0,8.0,13,so aim your poisoned dart come on aim your poisoned dart rothko said
The Wrong'Uns - Rothko,Train,159.0,166.0,7.0,10,paint it black scrape it back paint it jagger said
The Wrong'Uns - Rothko,Train,166.0,175.0,9.0,13,paint it black scrape it back paint it rothko said paint it black
The Wrong'Uns - Rothko,Train,174.0,184.0,10.0,13,scrape it back paint it jagger said paint it black black on black
The Wrong'Uns - Rothko,Train,183.0,192.0,9.0,3,paint is black
The Wrong'Uns - Rothko,Train,192.0,199.0,7.0,1,-
"Jokers, Jacks & Kings - Sea Of Leaves",Train,0.0,10.0,10.0,1,-
"Jokers, Jacks & Kings - Sea Of Leaves",Train,10.0,18.0,8.0,1,-
"Jokers, Jacks & Kings - Sea Of Leaves",Train,18.0,25.0,7.0,6,my oldest friend under ground train
"Jokers, Jacks & Kings - Sea Of Leaves",Train,25.0,30.0,5.0,6,the horror repeats a slow refrain
"Jokers, Jacks & Kings - Sea Of Leaves",Train,30.0,35.0,5.0,3,a slow refrain
"Jokers, Jacks & Kings - Sea Of Leaves",Train,35.0,42.0,7.0,7,and you are seen a dull disease
"Jokers, Jacks & Kings - Sea Of Leaves",Train,42.0,52.0,10.0,10,creeping up on me on me on me on me
"Jokers, Jacks & Kings - Sea Of Leaves",Train,52.0,56.0,4.0,2,somebody scream
"Jokers, Jacks & Kings - Sea Of Leaves",Train,56.0,62.0,6.0,2,somebody scream
"Jokers, Jacks & Kings - Sea Of Leaves",Train,62.0,68.0,6.0,1,please
"Jokers, Jacks & Kings - Sea Of Leaves",Train,68.0,76.0,8.0,11,i've been here for so long the ravens roosting are gone
"Jokers, Jacks & Kings - Sea Of Leaves",Train,75.0,81.0,6.0,10,been hanging around for hundreds of years i've been here
"Jokers, Jacks & Kings - Sea Of Leaves",Train,81.0,91.0,10.0,15,so long the ravens roosting are gone i've been hanging around for hundreds of years
"Jokers, Jacks & Kings - Sea Of Leaves",Train,91.0,99.0,8.0,1,-
"Jokers, Jacks & Kings - Sea Of Leaves",Train,99.0,104.0,5.0,1,-
"Jokers, Jacks & Kings - Sea Of Leaves",Train,104.0,111.0,7.0,5,lonely nights the landscape breathes
"Jokers, Jacks & Kings - Sea Of Leaves",Train,111.0,121.0,10.0,10,wading through a sea of leaves a sea of leaves
"Jokers, Jacks & Kings - Sea Of Leaves",Train,128.0,138.0,10.0,12,now humans tell you to stop the peace they stop the peace
"Jokers, Jacks & Kings - Sea Of Leaves",Train,138.0,143.0,5.0,3,and somebody scream
"Jokers, Jacks & Kings - Sea Of Leaves",Train,143.0,149.0,6.0,2,somebody scream
"Jokers, Jacks & Kings - Sea Of Leaves",Train,149.0,155.0,6.0,6,somebody scream scream scream scream oh
"Jokers, Jacks & Kings - Sea Of Leaves",Train,154.0,158.0,4.0,5,oh please i've been here
"Jokers, Jacks & Kings - Sea Of Leaves",Train,158.0,165.0,7.0,11,for so long the ravens roosting are gone been hanging around
"Jokers, Jacks & Kings - Sea Of Leaves",Train,165.0,174.0,9.0,16,for hundreds of years i've been here for so long the ravens roosting are gone i've
"Jokers, Jacks & Kings - Sea Of Leaves",Train,173.0,178.0,5.0,9,gone i've been hanging around for hundreds of years
"Jokers, Jacks & Kings - Sea Of Leaves",Train,178.0,182.0,4.0,4,for hundreds of years
"Jokers, Jacks & Kings - Sea Of Leaves",Train,181.0,186.0,5.0,3,for hundreds of
Black Bloc - If You Want Success,Train,0.0,7.0,7.0,1,-
Black Bloc - If You Want Success,Train,7.0,15.0,8.0,1,-
Black Bloc - If You Want Success,Train,15.0,20.0,5.0,1,-
Black Bloc - If You Want Success,Train,20.0,28.0,8.0,1,-
Black Bloc - If You Want Success,Train,28.0,32.0,4.0,12,global culver stay no room for debate in a politics of fay
Black Bloc - If You Want Success,Train,32.0,42.0,10.0,36,corporate merches in cup hill games with the people refrain from expressing their pain the kind of the system till we live into the debt walk within they take us all interest splat forget yourself for
Black Bloc - If You Want Success,Train,42.0,46.0,4.0,15,one more day on a comedy's payroll i've got nothing left to say this leviathan
Black Bloc - If You Want Success,Train,46.0,53.0,7.0,24,biggest thing of its kind beast in the mime on the information line fall in line what they speak in these times follow my
Black Bloc - If You Want Success,Train,53.0,57.0,4.0,7,if you want success better stop thinking
Black Bloc - If You Want Success,Train,57.0,65.0,8.0,14,if you want success better stop thinking if you want success better stop thinking
Black Bloc - If You Want Success,Train,65.0,70.0,5.0,7,if you want success better stop thinking
Black Bloc - If You Want Success,Train,70.0,77.0,7.0,18,be aware of these telematic technologies loosing ecologies to combo economies one of these thiefs to the par
Black Bloc - If You Want Success,Train,84.0,91.0,7.0,8,so if you want success better stop thinking
Black Bloc - If You Want Success,Train,91.0,99.0,8.0,12,if you want success better stop thinking oh oh oh oh oh
Black Bloc - If You Want Success,Train,99.0,105.0,6.0,1,-
Black Bloc - If You Want Success,Train,105.0,112.0,7.0,1,-
Black Bloc - If You Want Success,Train,112.0,117.0,5.0,12,global culver stay fine lines of escape from the politics of fay
Black Bloc - If You Want Success,Train,117.0,126.0,9.0,37,corporate merches in cup hill games while the people are trained in word money and fame on the kind of a system till we live into the debt what we'd undertake is all interest splat forget it
Black Bloc - If You Want Success,Train,126.0,132.0,6.0,22,all for one mroe day on a comedy's payroll i've got nothing left to say this leviathan biggest thing of its kind
Black Bloc - If You Want Success,Train,132.0,138.0,6.0,19,beast in the mime on the information line fall in line what they speak in these times follow my
Black Bloc - If You Want Success,Train,138.0,142.0,4.0,7,if you want success better stop thinking
Black Bloc - If You Want Success,Train,142.0,149.0,7.0,12,if you want success better stop thinking oh oh oh oh oh
Black Bloc - If You Want Success,Train,149.0,155.0,6.0,1,-
Black Bloc - If You Want Success,Train,155.0,162.0,7.0,1,-
Black Bloc - If You Want Success,Train,162.0,170.0,8.0,1,-
Black Bloc - If You Want Success,Train,170.0,179.0,9.0,1,-
Black Bloc - If You Want Success,Train,179.0,189.0,10.0,1,-
Black Bloc - If You Want Success,Train,189.0,200.0,11.0,1,-
Black Bloc - If You Want Success,Train,200.0,206.0,6.0,1,-
Black Bloc - If You Want Success,Train,206.0,211.0,5.0,8,ah ah ah ah ah ah ah ah
Black Bloc - If You Want Success,Train,211.0,217.0,6.0,10,ah ah ah ah ah ah ah ah ah ah
