Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
Traffic Experiment - Sirens,50.0,54.0,4.0,and now i hear the many tales,,and now i hear the many tales,,1.0,1.0,7
Traffic Experiment - Sirens,54.0,62.0,8.0,of those before who've tried and failed the endless quest for something pure, Both worldsこう drive The Gods finally,of those before whove tried and failed the endless quest for something pure,both worldsこう drive the gods finally,0.9230769230769231,0.72,13
Traffic Experiment - Sirens,62.0,70.0,8.0,but where it lies they're not so sure with scars as proof of what they say, The way we lie is a God's issue This God's proof of what they say,but where it lies theyre not so sure with scars as proof of what they say,the way we lie is a gods issue this gods proof of what they say,0.6875,0.4383561643835616,16
Traffic Experiment - Sirens,70.0,74.0,4.0,they spoke of dangers on the way," This road, Wat Deity ears are uma Tour.",they spoke of dangers on the way,this road wat deity ears are uma tour,1.1428571428571428,0.78125,7
Traffic Experiment - Sirens,74.0,82.0,8.0,of those who practice to deceive with smiles that helped them to believe, All the practice to the sea All the smiles and everything,of those who practice to deceive with smiles that helped them to believe,all the practice to the sea all the smiles and everything,0.8461538461538461,0.5694444444444444,13
Traffic Experiment - Sirens,82.0,90.0,8.0,but could there be someone to lead me from oblivion, You're coming to me so I'm so happy for you,but could there be someone to lead me from oblivion,youre coming to me so im so happy for you,1.0,0.6666666666666666,10
Traffic Experiment - Sirens,89.0,98.0,9.0,i lie awake beneath the stars just trying to work out who we are,,i lie awake beneath the stars just trying to work out who we are,,1.0,1.0,14
Traffic Experiment - Sirens,98.0,106.0,8.0,now that i can't see the shore i can't feel things any more and so," Moe Oh, you're getting stronger Yer like viruses",now that i cant see the shore i cant feel things any more and so,moe oh youre getting stronger yer like viruses,1.0,0.75,15
Traffic Experiment - Sirens,105.0,114.0,9.0,and so i won't release the locks and end up lying on the rocks,,and so i wont release the locks and end up lying on the rocks,,1.0,1.0,14
Traffic Experiment - Sirens,113.0,118.0,5.0,won't end up broken on the rocks," I love you, I love you, I love you, I love you",wont end up broken on the rocks,i love you i love you i love you i love you,1.7142857142857142,1.096774193548387,7
Traffic Experiment - Sirens,132.0,141.0,9.0,in a scene of deepest clarity she sailed right in from 'cross the sea," The scene of Dickens clarity, she said right in the glass to see",in a scene of deepest clarity she sailed right in from cross the sea,the scene of dickens clarity she said right in the glass to see,0.5714285714285714,0.3088235294117647,14
Traffic Experiment - Sirens,141.0,149.0,8.0,and took me firmly by the hand and pointed me towards the land," To me, he'll be by the hand, and calling me to the ocean.",and took me firmly by the hand and pointed me towards the land,to me hell be by the hand and calling me to the ocean,0.5384615384615384,0.46774193548387094,13
Traffic Experiment - Sirens,149.0,160.0,11.0,the lips that spoke of something pure she drove my mind towards the shore and let me dream of what could be, Myi jses,the lips that spoke of something pure she drove my mind towards the shore and let me dream of what could be,myi jses,1.0,0.9345794392523364,22
Traffic Experiment - Sirens,160.0,165.0,5.0,with songs from far across the sea, Anu tasao'n requirement Seen me,with songs from far across the sea,anu tasaon requirement seen me,1.0,0.7941176470588235,7
Traffic Experiment - Sirens,165.0,174.0,9.0,ah,,ah,,1.0,1.0,1
Traffic Experiment - Sirens,174.0,181.0,7.0,ah,,ah,,1.0,1.0,1
Traffic Experiment - Sirens,181.0,190.0,9.0,ah yay ah,,ah yay ah,,1.0,1.0,3
Traffic Experiment - Sirens,190.0,200.0,10.0,ah oh oh," Oh, oh, oh, oh, oh, oh, oh, oh.",ah oh oh,oh oh oh oh oh oh oh oh,2.0,2.0,3
Traffic Experiment - Sirens,200.0,208.0,8.0,and could you be someone to save me from oblivion, All beings are next to you at the same time,and could you be someone to save me from oblivion,all beings are next to you at the same time,1.0,0.7551020408163265,10
Traffic Experiment - Sirens,208.0,216.0,8.0,light my way beneath the stars take me home and heal the scars," God, my God, the devil is oh Awake, the evil is my speech",light my way beneath the stars take me home and heal the scars,god my god the devil is oh awake the evil is my speech,0.9230769230769231,0.7096774193548387,13
Traffic Experiment - Sirens,216.0,224.0,8.0,if i can't see the shore then i can't feel things any more," If I can't sing, I sure need my life, if we can't forget it's in our memories",if i cant see the shore then i cant feel things any more,if i cant sing i sure need my life if we cant forget its in our memories,1.0,0.6964285714285714,13
Traffic Experiment - Sirens,223.0,232.0,9.0,so help me cast away the locks and lead me safely across the rocks don't," I should hold me까, as she really loves me I keep a sneakers in my shoes",so help me cast away the locks and lead me safely across the rocks dont,i should hold me까 as she really loves me i keep a sneakers in my shoes,1.0666666666666667,0.7323943661971831,15
Traffic Experiment - Sirens,231.0,237.0,6.0,don't leave me broken on the rocks,,dont leave me broken on the rocks,,1.0,1.0,7
Triviul - Angelsaint,3.0,8.0,5.0,guess you got now glow, Guess you got no glow,guess you got now glow,guess you got no glow,0.2,0.045454545454545456,5
Triviul - Angelsaint,8.0,15.0,7.0,guess you got no halo, I guess you got no hair on,guess you got no halo,i guess you got no hair on,0.6,0.2857142857142857,5
Triviul - Angelsaint,15.0,26.0,11.0,holy camio gone straight to feed the old," Only carry on, go and straight to the end",holy camio gone straight to feed the old,only carry on go and straight to the end,0.875,0.425,8
Triviul - Angelsaint,26.0,30.0,4.0,only here for their light show, Don't leave people that I'd choose,only here for their light show,dont leave people that id choose,1.0,0.7333333333333333,6
Triviul - Angelsaint,30.0,38.0,8.0,and when she moves, And when she,and when she moves,and when she,0.25,0.3333333333333333,4
Triviul - Angelsaint,38.0,45.0,7.0,i'll move then too, I'll move them to...,ill move then too,ill move them to,0.5,0.11764705882352941,4
Triviul - Angelsaint,45.0,53.0,8.0,cause i'm a grave digger savior sinner nothing healthy to offer you, Cause I'm a great digger Save us in the earth and have the demon of the year,cause im a grave digger savior sinner nothing healthy to offer you,cause im a great digger save us in the earth and have the demon of the year,1.0833333333333333,0.5151515151515151,12
Triviul - Angelsaint,61.0,71.0,10.0,how i walk away without you now i listen to you angle saint," I'm a monster, you're a thought to know And you're setting you away, you're the same",how i walk away without you now i listen to you angle saint,im a monster youre a thought to know and youre setting you away youre the same,1.1538461538461537,0.864406779661017,13
Triviul - Angelsaint,71.0,80.0,9.0,wouldn't you no poetry, or the dream no oh bad dream,wouldnt you no poetry,or the dream no oh bad dream,1.5,1.0476190476190477,4
Triviul - Angelsaint,80.0,86.0,6.0,no philosophy, I'm rein подходium becomes the highest,no philosophy,im rein подходium becomes the highest,3.0,2.4615384615384617,2
Triviul - Angelsaint,86.0,92.0,6.0,no gariety," No, no de v grapes",no gariety,no no de v grapes,2.0,1.3,2
Triviul - Angelsaint,93.0,99.0,6.0,draw me offend me," Don't believe me, my family",draw me offend me,dont believe me my family,1.0,1.1176470588235294,4
Triviul - Angelsaint,99.0,103.0,4.0,cause it goes to furity,,cause it goes to furity,,1.0,1.0,5
Triviul - Angelsaint,103.0,107.0,4.0,and when she,,and when she,,1.0,1.0,3
Triviul - Angelsaint,107.0,116.0,9.0,he breathes i'll breath then too, He believes I'll breathe in too.,he breathes ill breath then too,he believes ill breathe in too,0.5,0.2903225806451613,6
Triviul - Angelsaint,116.0,125.0,9.0,oh cause i'm a grave digger savior sinner nothing healthy to offer you, Cause I'll win great D You're Seeing us in the run-up thin naces Made in a Woffing-A-,oh cause im a grave digger savior sinner nothing healthy to offer you,cause ill win great d youre seeing us in the runup thin naces made in a woffinga,1.3076923076923077,0.7391304347826086,13
Triviul - Angelsaint,133.0,140.0,7.0,i'll walk away without you if you want me to, I walk away without you And you're warm and do it,ill walk away without you if you want me to,i walk away without you and youre warm and do it,0.7,0.37209302325581395,10
Triviul - Angelsaint,193.0,201.0,8.0,cause i'm a grave digger savior sinner nothing healthy to offer you, Cause I'm a great G-D-R Say no sin or nothing Help me to walk in you,cause im a grave digger savior sinner nothing healthy to offer you,cause im a great gdr say no sin or nothing help me to walk in you,0.8333333333333334,0.3787878787878788,12
Triviul - Angelsaint,209.0,220.0,11.0,i'd lie to myself without you angle saint," I was myself without you, angel, sick age",id lie to myself without you angle saint,i was myself without you angel sick age,0.75,0.4,8
Triviul - Angelsaint,220.0,225.0,5.0,do i love you, What a pain,do i love you,what a pain,1.0,0.9230769230769231,4
Triviul - Dorothy,4.0,10.0,6.0,you could have died today but it wouldn't know, You could have died today but I wouldn't know,you could have died today but it wouldnt know,you could have died today but i wouldnt know,0.1111111111111111,0.022222222222222223,9
Triviul - Dorothy,10.0,17.0,7.0,you could have smiled today had hoped you were arrived today but didn't show," You could have smiled today, I'd hoped you would arrive today, but you didn't show",you could have smiled today had hoped you were arrived today but didnt show,you could have smiled today id hoped you would arrive today but you didnt show,0.2857142857142857,0.14666666666666667,14
