Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Secretariat - Over The Top,Test,54.0,58.0,4.0,3,shuffle 'em up,True
Secretariat - Over The Top,Test,58.0,68.0,10.0,13,deal them on down i'm grinding it out tonight i'm standing my ground,True
Secretariat - Over The Top,Test,68.0,75.0,7.0,1,-,False
Secretariat - Over The Top,Test,75.0,83.0,8.0,1,-,False
Secretariat - Over The Top,Test,83.0,90.0,7.0,7,and on the next turn bullet hesitate,True
Secretariat - Over The Top,Test,90.0,97.0,7.0,11,i'm folding cowboys but one marked down me and i'm dead,True
Secretariat - Over The Top,Test,104.0,110.0,6.0,6,what's your kicker boy let's compare,True
Secretariat - Over The Top,Test,110.0,114.0,4.0,3,shuffle 'em up,True
Secretariat - Over The Top,Test,114.0,124.0,10.0,13,deal them on down i'm grinding it out tonight i'm standing my ground,True
Secretariat - Over The Top,Test,124.0,130.0,6.0,1,-,False
Secretariat - Over The Top,Test,130.0,136.0,6.0,5,am right about to win,True
Secretariat - Over The Top,Test,136.0,142.0,6.0,6,the flop gives me the wheel,True
Secretariat - Over The Top,Test,142.0,149.0,7.0,8,i'm holding both the high and the low,True
Secretariat - Over The Top,Test,149.0,158.0,9.0,7,this pot big slick game gonna steal,True
Secretariat - Over The Top,Test,158.0,164.0,6.0,1,-,False
Secretariat - Over The Top,Test,164.0,171.0,7.0,1,-,False
Secretariat - Over The Top,Test,171.0,179.0,8.0,1,-,False
Secretariat - Over The Top,Test,179.0,186.0,7.0,1,-,False
Secretariat - Over The Top,Test,186.0,190.0,4.0,3,shuffle 'em up,True
Secretariat - Over The Top,Test,190.0,200.0,10.0,13,deal them on down i'm grinding it out tonight i'm standing my ground,True
Secretariat - Over The Top,Test,200.0,205.0,5.0,3,listen up son,True
Secretariat - Over The Top,Test,205.0,215.0,10.0,17,i'm going all in cause i got the nuts there ain't no chance in hell you'll win,True
Secretariat - Over The Top,Test,215.0,224.0,9.0,1,-,False
Secretariat - Over The Top,Test,224.0,230.0,6.0,1,-,False
Secretariat - Over The Top,Test,230.0,237.0,7.0,1,-,False
Secretariat - Over The Top,Test,237.0,247.0,10.0,1,-,False
BKS - Bulldozer,Test,0.0,10.0,10.0,1,-,False
BKS - Bulldozer,Test,10.0,18.0,8.0,1,-,False
BKS - Bulldozer,Test,18.0,27.0,9.0,1,-,False
BKS - Bulldozer,Test,27.0,31.0,4.0,6,burning in the early morning heat,True
BKS - Bulldozer,Test,31.0,37.0,6.0,6,determined to stay on my feet,True
BKS - Bulldozer,Test,38.0,48.0,10.0,23,it's hard to be a tree in the desert expediency makes sense if you let it reasoning like that could mean you're alive,True
BKS - Bulldozer,Test,48.0,54.0,6.0,9,a look conveying hope to the muscleless cloudless sky,True
BKS - Bulldozer,Test,54.0,60.0,6.0,10,my leaves are brown and my rootstock is bone dry,True
BKS - Bulldozer,Test,60.0,66.0,6.0,17,but i can hear a sound in the distance and i feel that i have no resistance,True
BKS - Bulldozer,Test,66.0,73.0,7.0,12,it's gonna come and it's gonna run me down like a  bulldozer,True
BKS - Bulldozer,Test,74.0,80.0,6.0,1,bulldozer,True
BKS - Bulldozer,Test,81.0,92.0,11.0,10,it's gonna run me down it's gonna run me down,True
BKS - Bulldozer,Test,92.0,98.0,6.0,12,my fight is all gone and i got nothing left to give,True
BKS - Bulldozer,Test,98.0,104.0,6.0,11,this is surely not the way we were meant to live,True
BKS - Bulldozer,Test,104.0,114.0,10.0,22,wearing down our human resources we got no time to be scared or be cautious who keep the desert from the door,True
BKS - Bulldozer,Test,114.0,120.0,6.0,9,they're moving in closer with the ugly ravenous machines,True
BKS - Bulldozer,Test,120.0,126.0,6.0,11,laying down roads where the grass used to be so green,True
BKS - Bulldozer,Test,126.0,136.0,10.0,23,who is gonna stop the erosion it's just no way to contain this explosion it's gonna come and it's gonna run me down,True
BKS - Bulldozer,Test,136.0,141.0,5.0,3,like a bulldozer,True
BKS - Bulldozer,Test,141.0,147.0,6.0,1,bulldozer,True
BKS - Bulldozer,Test,147.0,156.0,9.0,9,it's gonna run me down it's gonna run me,True
BKS - Bulldozer,Test,156.0,160.0,4.0,1,down,True
BKS - Bulldozer,Test,160.0,165.0,5.0,1,-,False
BKS - Bulldozer,Test,165.0,170.0,5.0,11,your words will spinning like a cate card in a gale,True
BKS - Bulldozer,Test,170.0,176.0,6.0,13,knives would cut the clove to take the wind out of my sails,True
BKS - Bulldozer,Test,176.0,182.0,6.0,12,your words could break up all your words flow like a stone,True
BKS - Bulldozer,Test,182.0,189.0,7.0,9,your words could run right over me like a,True
BKS - Bulldozer,Test,189.0,194.0,5.0,1,-,False
BKS - Bulldozer,Test,194.0,200.0,6.0,1,-,False
BKS - Bulldozer,Test,200.0,207.0,7.0,1,-,False
BKS - Bulldozer,Test,207.0,215.0,8.0,1,-,False
BKS - Bulldozer,Test,215.0,224.0,9.0,1,-,False
BKS - Bulldozer,Test,224.0,234.0,10.0,1,-,False
BKS - Bulldozer,Test,234.0,241.0,7.0,1,-,False
BKS - Bulldozer,Test,241.0,247.0,6.0,6,reeling in the early evening haze,True
BKS - Bulldozer,Test,247.0,253.0,6.0,6,safe from the sun's derisive gaze,True
BKS - Bulldozer,Test,253.0,259.0,6.0,10,loose tongues are always a killer imagination a surrogate filler,True
BKS - Bulldozer,Test,259.0,263.0,4.0,7,who'll fix the damage once it's done,True
BKS - Bulldozer,Test,263.0,269.0,6.0,10,the stamping down to our former ground was drying hard,True
BKS - Bulldozer,Test,269.0,275.0,6.0,13,you're pushing for a mile when you know i only gave a yard,True
BKS - Bulldozer,Test,275.0,280.0,5.0,12,it's gonna take some time to repair it until then we just,True
BKS - Bulldozer,Test,280.0,288.0,8.0,14,have to wear it never gonna let it run me down like a bulldozer,True
BKS - Bulldozer,Test,289.0,295.0,6.0,1,bulldozer,True
BKS - Bulldozer,Test,296.0,307.0,11.0,12,never let it run me down never let it run me down,True
BKS - Bulldozer,Test,308.0,318.0,10.0,1,-,False
BKS - Bulldozer,Test,318.0,326.0,8.0,9,never let it run me down never let it,True
BKS - Bulldozer,Test,326.0,330.0,4.0,3,run me down,True
BKS - Bulldozer,Test,330.0,336.0,6.0,1,-,False
Girls Under Glass - We Feel Alright,Test,0.0,10.0,10.0,1,-,False
Girls Under Glass - We Feel Alright,Test,10.0,15.0,5.0,1,-,False
Girls Under Glass - We Feel Alright,Test,15.0,21.0,6.0,1,-,False
Girls Under Glass - We Feel Alright,Test,21.0,28.0,7.0,1,-,False
Girls Under Glass - We Feel Alright,Test,28.0,36.0,8.0,1,-,False
Girls Under Glass - We Feel Alright,Test,36.0,45.0,9.0,1,-,False
Girls Under Glass - We Feel Alright,Test,45.0,54.0,9.0,1,-,False
Girls Under Glass - We Feel Alright,Test,54.0,58.0,4.0,5,and you watch me now,True
Girls Under Glass - We Feel Alright,Test,58.0,65.0,7.0,10,and your eyes do shine so bright by your emotion,True
Girls Under Glass - We Feel Alright,Test,65.0,70.0,5.0,1,-,False
Girls Under Glass - We Feel Alright,Test,70.0,74.0,4.0,5,when you hold me now,True
Girls Under Glass - We Feel Alright,Test,73.0,80.0,7.0,7,i feel your heartbeat filled with devotion,True
Girls Under Glass - We Feel Alright,Test,80.0,87.0,7.0,1,-,False
Girls Under Glass - We Feel Alright,Test,87.0,95.0,8.0,10,you're standing by my side together we enjoy the night,True
Girls Under Glass - We Feel Alright,Test,95.0,99.0,4.0,4,i will follow you,True
Girls Under Glass - We Feel Alright,Test,99.0,106.0,7.0,9,into the shining light you're standing by my side,True
Girls Under Glass - We Feel Alright,Test,106.0,111.0,5.0,7,hand in hand we watch the light,True
Girls Under Glass - We Feel Alright,Test,111.0,118.0,7.0,5,when we feel alright alight,True
Girls Under Glass - We Feel Alright,Test,118.0,125.0,7.0,1,-,False
Girls Under Glass - We Feel Alright,Test,125.0,131.0,6.0,1,-,False
Girls Under Glass - We Feel Alright,Test,131.0,135.0,4.0,5,when you hold my hand,True
Girls Under Glass - We Feel Alright,Test,135.0,142.0,7.0,9,i do not feel any fear while you disappear,True
Girls Under Glass - We Feel Alright,Test,142.0,146.0,4.0,1,-,False
Girls Under Glass - We Feel Alright,Test,146.0,150.0,4.0,5,and you start to sing,True
Girls Under Glass - We Feel Alright,Test,150.0,157.0,7.0,9,feel the energy i am not afraid of anything,True
Girls Under Glass - We Feel Alright,Test,157.0,163.0,6.0,2,of anything,True
Girls Under Glass - We Feel Alright,Test,163.0,172.0,9.0,10,you're standing by my side together we enjoy the night,True
Girls Under Glass - We Feel Alright,Test,172.0,179.0,7.0,8,i will follow you into the shining light,True
Girls Under Glass - We Feel Alright,Test,179.0,188.0,9.0,12,you're standing by my side hand in hand we watch the light,True
Girls Under Glass - We Feel Alright,Test,188.0,192.0,4.0,4,and we feel alright,True
Girls Under Glass - We Feel Alright,Test,192.0,199.0,7.0,2,alright alight,True
Girls Under Glass - We Feel Alright,Test,199.0,205.0,6.0,1,-,False
Girls Under Glass - We Feel Alright,Test,205.0,210.0,5.0,1,-,False
Girls Under Glass - We Feel Alright,Test,210.0,218.0,8.0,12,you're standing by my side hand in hand we watch the light,True
Girls Under Glass - We Feel Alright,Test,218.0,226.0,8.0,5,and we feel alright alright,True
Girls Under Glass - We Feel Alright,Test,226.0,234.0,8.0,4,alright we feel alright,True
Girls Under Glass - We Feel Alright,Test,234.0,240.0,6.0,1,-,False
Girls Under Glass - We Feel Alright,Test,240.0,247.0,7.0,1,-,False
Girls Under Glass - We Feel Alright,Test,247.0,255.0,8.0,1,-,False
Girls Under Glass - We Feel Alright,Test,255.0,264.0,9.0,1,-,False
Girls Under Glass - We Feel Alright,Test,264.0,274.0,10.0,1,-,False
Girls Under Glass - We Feel Alright,Test,274.0,283.0,9.0,1,-,False
Girls Under Glass - We Feel Alright,Test,283.0,291.0,8.0,1,-,False
Girls Under Glass - We Feel Alright,Test,296.0,301.0,5.0,1,-,False
Girls Under Glass - We Feel Alright,Test,301.0,312.0,11.0,1,-,False
The Easton Ellises - Falcon 69,Test,0.0,10.0,10.0,1,-,False
The Easton Ellises - Falcon 69,Test,10.0,19.0,9.0,1,-,False
The Easton Ellises - Falcon 69,Test,19.0,25.0,6.0,6,not the first time you say,True
The Easton Ellises - Falcon 69,Test,25.0,33.0,8.0,15,one day you'd pack up your things leave town and go away and go away,True
The Easton Ellises - Falcon 69,Test,33.0,38.0,5.0,8,sick and tired of this mundane life need,True
The Easton Ellises - Falcon 69,Test,37.0,46.0,9.0,14,need something else to feel alive so baby why don't we hit the road,True
The Easton Ellises - Falcon 69,Test,46.0,50.0,4.0,1,tonight,True
The Easton Ellises - Falcon 69,Test,50.0,59.0,9.0,15,we could drive till the car breaks down disappear and never be found take a,True
The Easton Ellises - Falcon 69,Test,58.0,64.0,6.0,10,take a road that goes out of bounds oh oh,True
The Easton Ellises - Falcon 69,Test,64.0,71.0,7.0,6,oh that goes out of bounds,True
The Easton Ellises - Falcon 69,Test,70.0,74.0,4.0,1,-,False
The Easton Ellises - Falcon 69,Test,74.0,79.0,5.0,6,heading south on our favorite tunes,True
The Easton Ellises - Falcon 69,Test,79.0,89.0,10.0,15,high on life and above the rules living every moment we've got nothing to lose,True
The Easton Ellises - Falcon 69,Test,89.0,95.0,6.0,6,and if trouble comes our way,True
The Easton Ellises - Falcon 69,Test,95.0,101.0,6.0,8,we'll turn it around and fade away now,True
The Easton Ellises - Falcon 69,Test,101.0,112.0,11.0,15,we'll let nothing take us down yeah we could drive till the car breaks down,True
The Easton Ellises - Falcon 69,Test,111.0,121.0,10.0,15,disappear and never be found take a road that goes out of bounds oh oh,True
The Easton Ellises - Falcon 69,Test,121.0,128.0,7.0,8,oh oh we can't stop we can't sleep,True
The Easton Ellises - Falcon 69,Test,128.0,136.0,8.0,9,never coming down we can't stop we can't sleep,True
The Easton Ellises - Falcon 69,Test,136.0,143.0,7.0,9,let's make this the best time of our lives,True
The Easton Ellises - Falcon 69,Test,143.0,147.0,4.0,3,of our lives,True
The Easton Ellises - Falcon 69,Test,147.0,155.0,8.0,9,of our lives of our lives of our lives,True
The Easton Ellises - Falcon 69,Test,155.0,160.0,5.0,8,we could drive till the car breaks down,True
The Easton Ellises - Falcon 69,Test,160.0,169.0,9.0,13,disappear and never be found take a road that goes out of bounds,True
The Easton Ellises - Falcon 69,Test,168.0,177.0,9.0,11,that goes out of bounds we can't stop we can't sleep,True
The Easton Ellises - Falcon 69,Test,177.0,185.0,8.0,9,never coming down we can't stop we can't sleep,True
The Easton Ellises - Falcon 69,Test,218.0,225.0,7.0,9,let's make this the best time of our lives,True
The Long Wait - Dark Horses,Test,0.0,10.0,10.0,1,-,False
The Long Wait - Dark Horses,Test,10.0,16.0,6.0,1,-,False
The Long Wait - Dark Horses,Test,16.0,23.0,7.0,1,-,False
The Long Wait - Dark Horses,Test,23.0,31.0,8.0,1,-,False
The Long Wait - Dark Horses,Test,31.0,37.0,6.0,1,-,False
The Long Wait - Dark Horses,Test,37.0,47.0,10.0,21,pleased to meet dan collins old blind drunk and falling he's falling in the street just trying to find his feet,True
The Long Wait - Dark Horses,Test,47.0,56.0,9.0,16,and here comes wife eudora she can't take much more but she still follows him around,True
The Long Wait - Dark Horses,Test,56.0,65.0,9.0,13,and helps him to the ground two opposites together and they're both alone,True
The Long Wait - Dark Horses,Test,65.0,76.0,11.0,20,nothing gives true love a test like losing all you own come tears of loneliness and here come the rain,True
The Long Wait - Dark Horses,Test,76.0,85.0,9.0,14,you can hear him saying woman you can put that righteous mess on hold,True
The Long Wait - Dark Horses,Test,85.0,89.0,4.0,8,cause i can stand up on my own,True
The Long Wait - Dark Horses,Test,89.0,97.0,8.0,15,and you can hear her pleading well dan now i was only trying to help,True
The Long Wait - Dark Horses,Test,97.0,105.0,8.0,18,so you can go to hell you put love and a bag of dope in a grocery cart,True
The Long Wait - Dark Horses,Test,105.0,112.0,7.0,10,n any universe she'd still have given him her heart,True
The Long Wait - Dark Horses,Test,112.0,122.0,10.0,10,they were always meant to be and that's the truth,True
The Long Wait - Dark Horses,Test,122.0,127.0,5.0,10,and i guess it all depends on where you've been,True
The Long Wait - Dark Horses,Test,127.0,135.0,8.0,16,i guess it all depends on where you're headed to when a right turns wrong again,True
The Long Wait - Dark Horses,Test,135.0,145.0,10.0,8,when a right turns wrong again oh oh,True
The Long Wait - Dark Horses,Test,145.0,156.0,11.0,1,-,False
The Long Wait - Dark Horses,Test,156.0,162.0,6.0,11,so where you headed to and can i come with you,True
The Long Wait - Dark Horses,Test,162.0,168.0,6.0,11,you're such a pretty sigh sore eyes light of my life,True
The Long Wait - Dark Horses,Test,168.0,176.0,8.0,13,in all his silliness she still remembers this a long damn time ago,True
The Long Wait - Dark Horses,Test,176.0,185.0,9.0,13,time ago when there were still dark horses out along the open road,True
The Long Wait - Dark Horses,Test,185.0,193.0,8.0,14,grocery cart they push out broadway up to craycroft he's yelling at the cars,True
The Long Wait - Dark Horses,Test,193.0,197.0,4.0,3,under arizona stars,True
The Long Wait - Dark Horses,Test,197.0,202.0,5.0,12,you put love and a bag of clothes in a grocery cart,True
The Long Wait - Dark Horses,Test,203.0,213.0,10.0,20,in any universe he'd still have given her his heart they were always meant to be and that's the truth,True
The Long Wait - Dark Horses,Test,213.0,218.0,5.0,10,i guess it all depends on where you're coming from,True
The Long Wait - Dark Horses,Test,218.0,224.0,6.0,10,and i guess it all depends on where you've been,True
The Long Wait - Dark Horses,Test,224.0,232.0,8.0,16,i guess it all depends on where you're headed to when a right turns wrong again,True
The Long Wait - Dark Horses,Test,232.0,236.0,4.0,6,when a right turns wrong again,True
The Long Wait - Dark Horses,Test,236.0,242.0,6.0,2,oh oh,True
The Long Wait - Dark Horses,Test,242.0,250.0,8.0,2,oh oh,True
The Long Wait - Dark Horses,Test,250.0,258.0,8.0,2,oh hm,True
The Long Wait - Dark Horses,Test,258.0,263.0,5.0,1,-,False
The Long Wait - Dark Horses,Test,263.0,269.0,6.0,1,-,False
The Long Wait - Dark Horses,Test,269.0,276.0,7.0,1,-,False
The Long Wait - Dark Horses,Test,276.0,284.0,8.0,1,-,False
The Long Wait - Dark Horses,Test,284.0,293.0,9.0,1,-,False
The Long Wait - Dark Horses,Test,293.0,303.0,10.0,1,-,False
PR - Oh No,Test,0.0,6.0,6.0,4,get on get on,True
PR - Oh No,Test,6.0,10.0,4.0,2,get on,True
PR - Oh No,Test,10.0,14.0,4.0,2,get up,True
PR - Oh No,Test,14.0,18.0,4.0,2,get on,True
PR - Oh No,Test,18.0,25.0,7.0,4,get oh get on,True
PR - Oh No,Test,25.0,33.0,8.0,4,get on get on,True
PR - Oh No,Test,33.0,40.0,7.0,4,get on get on,True
PR - Oh No,Test,40.0,48.0,8.0,4,get on get on,True
PR - Oh No,Test,48.0,52.0,4.0,2,get on,True
PR - Oh No,Test,55.0,62.0,7.0,11,no no no get on no no no no no no,True
PR - Oh No,Test,62.0,72.0,10.0,1,-,False
Secretariat - Borderline,Test,0.0,10.0,10.0,1,-,False
Secretariat - Borderline,Test,10.0,19.0,9.0,1,-,False
Secretariat - Borderline,Test,19.0,29.0,10.0,14,maybe there's hope for the city comes on now and everything turns to green,True
